,formula,A1,A1_ratio,nA1,A2,A2_ratio,nA2,B1,B1_ratio,B2,B2_ratio,X,X_ratio,Ra,Rb,Rx,nA
178,Sm1Ta0.2Ge0.8O3,Sm,1,3,Sm,0,3,Ge,0.8,Ta,0.19999999999999996,O,3,1.24,0.552,1.4,3
179,Sm1Al0.2Ge0.8O3,Sm,1,3,Sm,0,3,Ge,0.8,Al,0.19999999999999996,O,3,1.24,0.531,1.4,3
180,Sm1Ge0.8Bi0.2O3,Sm,1,3,Sm,0,3,Ge,0.8,Bi,0.19999999999999996,O,3,1.24,0.63,1.4,3
181,Sm1Ge0.8B0.2O3,Sm,1,3,Sm,0,3,Ge,0.8,B,0.19999999999999996,O,3,1.24,0.47800000000000004,1.4,3
182,Sm1Ge0.8Sb0.2O3,Sm,1,3,Sm,0,3,Ge,0.8,Sb,0.19999999999999996,O,3,1.24,0.544,1.4,3
183,Ce0.2Sm1Ge0.8O3,Sm,1,3,Sm,0,3,Ge,0.8,Ce,0.19999999999999996,O,3,1.24,0.598,1.4,3
184,Sm1Hf0.8Cr0.2O3,Sm,1,3,Sm,0,3,Hf,0.8,Cr,0.19999999999999996,O,3,1.24,0.691,1.4,3
185,Sm1Hf0.8Co0.2O3,Sm,1,3,Sm,0,3,Hf,0.8,Co,0.19999999999999996,O,3,1.24,0.69,1.4,3
186,Sm1Hf0.8Fe0.2O3,Sm,1,3,Sm,0,3,Hf,0.8,Fe,0.19999999999999996,O,3,1.24,0.697,1.4,3
187,Sm1Hf0.8Nb0.2O3,Sm,1,3,Sm,0,3,Hf,0.8,Nb,0.19999999999999996,O,3,1.24,0.696,1.4,3
188,Sm1Hf0.8In0.2O3,Sm,1,3,Sm,0,3,Hf,0.8,In,0.19999999999999996,O,3,1.24,0.728,1.4,3
189,Sm1Er0.2Hf0.8O3,Sm,1,3,Sm,0,3,Hf,0.8,Er,0.19999999999999996,O,3,1.24,0.7459999999999999,1.4,3
190,Sm1Hf0.8Sn0.2O3,Sm,1,3,Sm,0,3,Hf,0.8,Sn,0.19999999999999996,O,3,1.24,0.706,1.4,3
191,Sm1Hf0.8Zr0.2O3,Sm,1,3,Sm,0,3,Hf,0.8,Zr,0.19999999999999996,O,3,1.24,0.712,1.4,3
192,Sm1Hf0.8Be0.2O3,Sm,1,3,Sm,0,3,Hf,0.8,Be,0.19999999999999996,O,3,1.24,0.6579999999999999,1.4,3
193,Sm1Hf0.8Ge0.2O3,Sm,1,3,Sm,0,3,Hf,0.8,Ge,0.19999999999999996,O,3,1.24,0.6739999999999999,1.4,3
194,Sm1Hf0.8Ti0.2O3,Sm,1,3,Sm,0,3,Hf,0.8,Ti,0.19999999999999996,O,3,1.24,0.689,1.4,3
195,Sm1Hf0.8Ga0.2O3,Sm,1,3,Sm,0,3,Hf,0.8,Ga,0.19999999999999996,O,3,1.24,0.692,1.4,3
196,Sm1Hf0.8Si0.2O3,Sm,1,3,Sm,0,3,Hf,0.8,Si,0.19999999999999996,O,3,1.24,0.6479999999999999,1.4,3
197,Sm1Hf0.8Ta0.2O3,Sm,1,3,Sm,0,3,Hf,0.8,Ta,0.19999999999999996,O,3,1.24,0.696,1.4,3
198,Sm1Hf0.8Al0.2O3,Sm,1,3,Sm,0,3,Hf,0.8,Al,0.19999999999999996,O,3,1.24,0.6749999999999999,1.4,3
199,Sm1Hf0.8Bi0.2O3,Sm,1,3,Sm,0,3,Hf,0.8,Bi,0.19999999999999996,O,3,1.24,0.7739999999999999,1.4,3
200,Sm1Hf0.8B0.2O3,Sm,1,3,Sm,0,3,Hf,0.8,B,0.19999999999999996,O,3,1.24,0.6219999999999999,1.4,3
201,Sm1Hf0.8Sb0.2O3,Sm,1,3,Sm,0,3,Hf,0.8,Sb,0.19999999999999996,O,3,1.24,0.688,1.4,3
202,Ce0.2Sm1Hf0.8O3,Sm,1,3,Sm,0,3,Hf,0.8,Ce,0.19999999999999996,O,3,1.24,0.7419999999999999,1.4,3
203,Sm1Ti0.8Cr0.2O3,Sm,1,3,Sm,0,3,Ti,0.8,Cr,0.19999999999999996,O,3,1.24,0.607,1.4,3
204,Sm1Ti0.8Co0.2O3,Sm,1,3,Sm,0,3,Ti,0.8,Co,0.19999999999999996,O,3,1.24,0.606,1.4,3
205,Sm1Ti0.8Fe0.2O3,Sm,1,3,Sm,0,3,Ti,0.8,Fe,0.19999999999999996,O,3,1.24,0.613,1.4,3
206,Sm1Ti0.8Nb0.2O3,Sm,1,3,Sm,0,3,Ti,0.8,Nb,0.19999999999999996,O,3,1.24,0.612,1.4,3
207,Sm1Ti0.8In0.2O3,Sm,1,3,Sm,0,3,Ti,0.8,In,0.19999999999999996,O,3,1.24,0.6439999999999999,1.4,3
208,Sm1Er0.2Ti0.8O3,Sm,1,3,Sm,0,3,Ti,0.8,Er,0.19999999999999996,O,3,1.24,0.6619999999999999,1.4,3
209,Sm1Ti0.8Sn0.2O3,Sm,1,3,Sm,0,3,Ti,0.8,Sn,0.19999999999999996,O,3,1.24,0.6219999999999999,1.4,3
210,Sm1Zr0.2Ti0.8O3,Sm,1,3,Sm,0,3,Ti,0.8,Zr,0.19999999999999996,O,3,1.24,0.6279999999999999,1.4,3
211,Sm1Ti0.8Be0.2O3,Sm,1,3,Sm,0,3,Ti,0.8,Be,0.19999999999999996,O,3,1.24,0.574,1.4,3
212,Sm1Ti0.8Ge0.2O3,Sm,1,3,Sm,0,3,Ti,0.8,Ge,0.19999999999999996,O,3,1.24,0.59,1.4,3
213,Sm1Hf0.2Ti0.8O3,Sm,1,3,Sm,0,3,Ti,0.8,Hf,0.19999999999999996,O,3,1.24,0.6259999999999999,1.4,3
214,Sm1Ti0.8Ga0.2O3,Sm,1,3,Sm,0,3,Ti,0.8,Ga,0.19999999999999996,O,3,1.24,0.608,1.4,3
215,Sm1Ti0.8Si0.2O3,Sm,1,3,Sm,0,3,Ti,0.8,Si,0.19999999999999996,O,3,1.24,0.564,1.4,3
216,Sm1Ta0.2Ti0.8O3,Sm,1,3,Sm,0,3,Ti,0.8,Ta,0.19999999999999996,O,3,1.24,0.612,1.4,3
217,Sm1Ti0.8Al0.2O3,Sm,1,3,Sm,0,3,Ti,0.8,Al,0.19999999999999996,O,3,1.24,0.591,1.4,3
218,Sm1Ti0.8Bi0.2O3,Sm,1,3,Sm,0,3,Ti,0.8,Bi,0.19999999999999996,O,3,1.24,0.69,1.4,3
219,Sm1Ti0.8B0.2O3,Sm,1,3,Sm,0,3,Ti,0.8,B,0.19999999999999996,O,3,1.24,0.538,1.4,3
220,Sm1Ti0.8Sb0.2O3,Sm,1,3,Sm,0,3,Ti,0.8,Sb,0.19999999999999996,O,3,1.24,0.604,1.4,3
221,Ce0.2Sm1Ti0.8O3,Sm,1,3,Sm,0,3,Ti,0.8,Ce,0.19999999999999996,O,3,1.24,0.6579999999999999,1.4,3
222,Sm1Cr0.2Ga0.8O3,Sm,1,3,Sm,0,3,Ga,0.8,Cr,0.19999999999999996,O,3,1.24,0.619,1.4,3
223,Sm1Ga0.8Co0.2O3,Sm,1,3,Sm,0,3,Ga,0.8,Co,0.19999999999999996,O,3,1.24,0.618,1.4,3
224,Sm1Ga0.8Fe0.2O3,Sm,1,3,Sm,0,3,Ga,0.8,Fe,0.19999999999999996,O,3,1.24,0.625,1.4,3
225,Sm1Nb0.2Ga0.8O3,Sm,1,3,Sm,0,3,Ga,0.8,Nb,0.19999999999999996,O,3,1.24,0.624,1.4,3
226,Sm1In0.2Ga0.8O3,Sm,1,3,Sm,0,3,Ga,0.8,In,0.19999999999999996,O,3,1.24,0.6559999999999999,1.4,3
227,Sm1Er0.2Ga0.8O3,Sm,1,3,Sm,0,3,Ga,0.8,Er,0.19999999999999996,O,3,1.24,0.6739999999999999,1.4,3
228,Sm1Ga0.8Sn0.2O3,Sm,1,3,Sm,0,3,Ga,0.8,Sn,0.19999999999999996,O,3,1.24,0.6339999999999999,1.4,3
229,Sm1Zr0.2Ga0.8O3,Sm,1,3,Sm,0,3,Ga,0.8,Zr,0.19999999999999996,O,3,1.24,0.6399999999999999,1.4,3
230,Sm1Be0.2Ga0.8O3,Sm,1,3,Sm,0,3,Ga,0.8,Be,0.19999999999999996,O,3,1.24,0.586,1.4,3
231,Sm1Ga0.8Ge0.2O3,Sm,1,3,Sm,0,3,Ga,0.8,Ge,0.19999999999999996,O,3,1.24,0.602,1.4,3
232,Sm1Hf0.2Ga0.8O3,Sm,1,3,Sm,0,3,Ga,0.8,Hf,0.19999999999999996,O,3,1.24,0.6379999999999999,1.4,3
233,Sm1Ti0.2Ga0.8O3,Sm,1,3,Sm,0,3,Ga,0.8,Ti,0.19999999999999996,O,3,1.24,0.617,1.4,3
234,Sm1Ga0.8Si0.2O3,Sm,1,3,Sm,0,3,Ga,0.8,Si,0.19999999999999996,O,3,1.24,0.576,1.4,3
235,Sm1Ta0.2Ga0.8O3,Sm,1,3,Sm,0,3,Ga,0.8,Ta,0.19999999999999996,O,3,1.24,0.624,1.4,3
236,Sm1Al0.2Ga0.8O3,Sm,1,3,Sm,0,3,Ga,0.8,Al,0.19999999999999996,O,3,1.24,0.603,1.4,3
237,Sm1Ga0.8Bi0.2O3,Sm,1,3,Sm,0,3,Ga,0.8,Bi,0.19999999999999996,O,3,1.24,0.702,1.4,3
238,Sm1Ga0.8B0.2O3,Sm,1,3,Sm,0,3,Ga,0.8,B,0.19999999999999996,O,3,1.24,0.55,1.4,3
239,Sm1Ga0.8Sb0.2O3,Sm,1,3,Sm,0,3,Ga,0.8,Sb,0.19999999999999996,O,3,1.24,0.616,1.4,3
240,Ce0.2Sm1Ga0.8O3,Sm,1,3,Sm,0,3,Ga,0.8,Ce,0.19999999999999996,O,3,1.24,0.6699999999999999,1.4,3
241,Sm1Cr0.2Si0.8O3,Sm,1,3,Sm,0,3,Si,0.8,Cr,0.19999999999999996,O,3,1.24,0.44300000000000006,1.4,3
242,Sm1Co0.2Si0.8O3,Sm,1,3,Sm,0,3,Si,0.8,Co,0.19999999999999996,O,3,1.24,0.44200000000000006,1.4,3
243,Sm1Fe0.2Si0.8O3,Sm,1,3,Sm,0,3,Si,0.8,Fe,0.19999999999999996,O,3,1.24,0.44900000000000007,1.4,3
244,Sm1Nb0.2Si0.8O3,Sm,1,3,Sm,0,3,Si,0.8,Nb,0.19999999999999996,O,3,1.24,0.44800000000000006,1.4,3
245,Sm1In0.2Si0.8O3,Sm,1,3,Sm,0,3,Si,0.8,In,0.19999999999999996,O,3,1.24,0.48000000000000004,1.4,3
246,Sm1Er0.2Si0.8O3,Sm,1,3,Sm,0,3,Si,0.8,Er,0.19999999999999996,O,3,1.24,0.498,1.4,3
247,Sm1Si0.8Sn0.2O3,Sm,1,3,Sm,0,3,Si,0.8,Sn,0.19999999999999996,O,3,1.24,0.458,1.4,3
248,Sm1Zr0.2Si0.8O3,Sm,1,3,Sm,0,3,Si,0.8,Zr,0.19999999999999996,O,3,1.24,0.464,1.4,3
249,Sm1Be0.2Si0.8O3,Sm,1,3,Sm,0,3,Si,0.8,Be,0.19999999999999996,O,3,1.24,0.41000000000000003,1.4,3
250,Sm1Si0.8Ge0.2O3,Sm,1,3,Sm,0,3,Si,0.8,Ge,0.19999999999999996,O,3,1.24,0.42600000000000005,1.4,3
251,Sm1Hf0.2Si0.8O3,Sm,1,3,Sm,0,3,Si,0.8,Hf,0.19999999999999996,O,3,1.24,0.462,1.4,3
252,Sm1Ti0.2Si0.8O3,Sm,1,3,Sm,0,3,Si,0.8,Ti,0.19999999999999996,O,3,1.24,0.44100000000000006,1.4,3
253,Sm1Ga0.2Si0.8O3,Sm,1,3,Sm,0,3,Si,0.8,Ga,0.19999999999999996,O,3,1.24,0.44400000000000006,1.4,3
254,Sm1Ta0.2Si0.8O3,Sm,1,3,Sm,0,3,Si,0.8,Ta,0.19999999999999996,O,3,1.24,0.44800000000000006,1.4,3
255,Sm1Al0.2Si0.8O3,Sm,1,3,Sm,0,3,Si,0.8,Al,0.19999999999999996,O,3,1.24,0.42700000000000005,1.4,3
256,Sm1Si0.8Bi0.2O3,Sm,1,3,Sm,0,3,Si,0.8,Bi,0.19999999999999996,O,3,1.24,0.526,1.4,3
257,Sm1Si0.8B0.2O3,Sm,1,3,Sm,0,3,Si,0.8,B,0.19999999999999996,O,3,1.24,0.37400000000000005,1.4,3
258,Sm1Si0.8Sb0.2O3,Sm,1,3,Sm,0,3,Si,0.8,Sb,0.19999999999999996,O,3,1.24,0.44000000000000006,1.4,3
259,Ce0.2Sm1Si0.8O3,Sm,1,3,Sm,0,3,Si,0.8,Ce,0.19999999999999996,O,3,1.24,0.494,1.4,3
260,Sm1Ta0.8Cr0.2O3,Sm,1,3,Sm,0,3,Ta,0.8,Cr,0.19999999999999996,O,3,1.24,0.635,1.4,3
261,Sm1Ta0.8Co0.2O3,Sm,1,3,Sm,0,3,Ta,0.8,Co,0.19999999999999996,O,3,1.24,0.634,1.4,3
262,Sm1Ta0.8Fe0.2O3,Sm,1,3,Sm,0,3,Ta,0.8,Fe,0.19999999999999996,O,3,1.24,0.641,1.4,3
263,Sm1Ta0.8Nb0.2O3,Sm,1,3,Sm,0,3,Ta,0.8,Nb,0.19999999999999996,O,3,1.24,0.64,1.4,3
264,Sm1Ta0.8In0.2O3,Sm,1,3,Sm,0,3,Ta,0.8,In,0.19999999999999996,O,3,1.24,0.6719999999999999,1.4,3
265,Sm1Er0.2Ta0.8O3,Sm,1,3,Sm,0,3,Ta,0.8,Er,0.19999999999999996,O,3,1.24,0.69,1.4,3
266,Sm1Ta0.8Sn0.2O3,Sm,1,3,Sm,0,3,Ta,0.8,Sn,0.19999999999999996,O,3,1.24,0.6499999999999999,1.4,3
267,Sm1Zr0.2Ta0.8O3,Sm,1,3,Sm,0,3,Ta,0.8,Zr,0.19999999999999996,O,3,1.24,0.6559999999999999,1.4,3
268,Sm1Ta0.8Be0.2O3,Sm,1,3,Sm,0,3,Ta,0.8,Be,0.19999999999999996,O,3,1.24,0.602,1.4,3
269,Sm1Ta0.8Ge0.2O3,Sm,1,3,Sm,0,3,Ta,0.8,Ge,0.19999999999999996,O,3,1.24,0.618,1.4,3
270,Sm1Hf0.2Ta0.8O3,Sm,1,3,Sm,0,3,Ta,0.8,Hf,0.19999999999999996,O,3,1.24,0.6539999999999999,1.4,3
271,Sm1Ta0.8Ti0.2O3,Sm,1,3,Sm,0,3,Ta,0.8,Ti,0.19999999999999996,O,3,1.24,0.633,1.4,3
272,Sm1Ta0.8Ga0.2O3,Sm,1,3,Sm,0,3,Ta,0.8,Ga,0.19999999999999996,O,3,1.24,0.636,1.4,3
273,Sm1Ta0.8Si0.2O3,Sm,1,3,Sm,0,3,Ta,0.8,Si,0.19999999999999996,O,3,1.24,0.592,1.4,3
274,Sm1Ta0.8Al0.2O3,Sm,1,3,Sm,0,3,Ta,0.8,Al,0.19999999999999996,O,3,1.24,0.619,1.4,3
275,Sm1Ta0.8Bi0.2O3,Sm,1,3,Sm,0,3,Ta,0.8,Bi,0.19999999999999996,O,3,1.24,0.718,1.4,3
276,Sm1Ta0.8B0.2O3,Sm,1,3,Sm,0,3,Ta,0.8,B,0.19999999999999996,O,3,1.24,0.5660000000000001,1.4,3
277,Sm1Ta0.8Sb0.2O3,Sm,1,3,Sm,0,3,Ta,0.8,Sb,0.19999999999999996,O,3,1.24,0.632,1.4,3
278,Ce0.2Sm1Ta0.8O3,Sm,1,3,Sm,0,3,Ta,0.8,Ce,0.19999999999999996,O,3,1.24,0.6859999999999999,1.4,3
279,Sm1Al0.8Cr0.2O3,Sm,1,3,Sm,0,3,Al,0.8,Cr,0.19999999999999996,O,3,1.24,0.551,1.4,3
280,Sm1Al0.8Co0.2O3,Sm,1,3,Sm,0,3,Al,0.8,Co,0.19999999999999996,O,3,1.24,0.55,1.4,3
281,Sm1Al0.8Fe0.2O3,Sm,1,3,Sm,0,3,Al,0.8,Fe,0.19999999999999996,O,3,1.24,0.557,1.4,3
282,Sm1Nb0.2Al0.8O3,Sm,1,3,Sm,0,3,Al,0.8,Nb,0.19999999999999996,O,3,1.24,0.556,1.4,3
283,Sm1Al0.8In0.2O3,Sm,1,3,Sm,0,3,Al,0.8,In,0.19999999999999996,O,3,1.24,0.5880000000000001,1.4,3
284,Sm1Er0.2Al0.8O3,Sm,1,3,Sm,0,3,Al,0.8,Er,0.19999999999999996,O,3,1.24,0.606,1.4,3
285,Sm1Al0.8Sn0.2O3,Sm,1,3,Sm,0,3,Al,0.8,Sn,0.19999999999999996,O,3,1.24,0.5660000000000001,1.4,3
286,Sm1Zr0.2Al0.8O3,Sm,1,3,Sm,0,3,Al,0.8,Zr,0.19999999999999996,O,3,1.24,0.5720000000000001,1.4,3
287,Sm1Be0.2Al0.8O3,Sm,1,3,Sm,0,3,Al,0.8,Be,0.19999999999999996,O,3,1.24,0.518,1.4,3
288,Sm1Al0.8Ge0.2O3,Sm,1,3,Sm,0,3,Al,0.8,Ge,0.19999999999999996,O,3,1.24,0.534,1.4,3
289,Sm1Hf0.2Al0.8O3,Sm,1,3,Sm,0,3,Al,0.8,Hf,0.19999999999999996,O,3,1.24,0.5700000000000001,1.4,3
290,Sm1Ti0.2Al0.8O3,Sm,1,3,Sm,0,3,Al,0.8,Ti,0.19999999999999996,O,3,1.24,0.549,1.4,3
291,Sm1Al0.8Ga0.2O3,Sm,1,3,Sm,0,3,Al,0.8,Ga,0.19999999999999996,O,3,1.24,0.552,1.4,3
292,Sm1Al0.8Si0.2O3,Sm,1,3,Sm,0,3,Al,0.8,Si,0.19999999999999996,O,3,1.24,0.508,1.4,3
293,Sm1Ta0.2Al0.8O3,Sm,1,3,Sm,0,3,Al,0.8,Ta,0.19999999999999996,O,3,1.24,0.556,1.4,3
294,Sm1Al0.8Bi0.2O3,Sm,1,3,Sm,0,3,Al,0.8,Bi,0.19999999999999996,O,3,1.24,0.634,1.4,3
295,Sm1Al0.8B0.2O3,Sm,1,3,Sm,0,3,Al,0.8,B,0.19999999999999996,O,3,1.24,0.48200000000000004,1.4,3
296,Sm1Al0.8Sb0.2O3,Sm,1,3,Sm,0,3,Al,0.8,Sb,0.19999999999999996,O,3,1.24,0.548,1.4,3
297,Ce0.2Sm1Al0.8O3,Sm,1,3,Sm,0,3,Al,0.8,Ce,0.19999999999999996,O,3,1.24,0.602,1.4,3
298,Sm1Cr0.2B0.8O3,Sm,1,3,Sm,0,3,B,0.8,Cr,0.19999999999999996,O,3,1.24,0.33899999999999997,1.4,3
299,Sm1Co0.2B0.8O3,Sm,1,3,Sm,0,3,B,0.8,Co,0.19999999999999996,O,3,1.24,0.33799999999999997,1.4,3
300,Sm1Fe0.2B0.8O3,Sm,1,3,Sm,0,3,B,0.8,Fe,0.19999999999999996,O,3,1.24,0.345,1.4,3
301,Sm1Nb0.2B0.8O3,Sm,1,3,Sm,0,3,B,0.8,Nb,0.19999999999999996,O,3,1.24,0.344,1.4,3
302,Sm1In0.2B0.8O3,Sm,1,3,Sm,0,3,B,0.8,In,0.19999999999999996,O,3,1.24,0.376,1.4,3
303,Sm1Er0.2B0.8O3,Sm,1,3,Sm,0,3,B,0.8,Er,0.19999999999999996,O,3,1.24,0.394,1.4,3
304,Sm1Sn0.2B0.8O3,Sm,1,3,Sm,0,3,B,0.8,Sn,0.19999999999999996,O,3,1.24,0.354,1.4,3
305,Sm1Zr0.2B0.8O3,Sm,1,3,Sm,0,3,B,0.8,Zr,0.19999999999999996,O,3,1.24,0.36,1.4,3
306,Sm1Ge0.2B0.8O3,Sm,1,3,Sm,0,3,B,0.8,Ge,0.19999999999999996,O,3,1.24,0.322,1.4,3
307,Sm1Hf0.2B0.8O3,Sm,1,3,Sm,0,3,B,0.8,Hf,0.19999999999999996,O,3,1.24,0.358,1.4,3
308,Sm1Ti0.2B0.8O3,Sm,1,3,Sm,0,3,B,0.8,Ti,0.19999999999999996,O,3,1.24,0.33699999999999997,1.4,3
309,Sm1Ga0.2B0.8O3,Sm,1,3,Sm,0,3,B,0.8,Ga,0.19999999999999996,O,3,1.24,0.33999999999999997,1.4,3
310,Sm1Ta0.2B0.8O3,Sm,1,3,Sm,0,3,B,0.8,Ta,0.19999999999999996,O,3,1.24,0.344,1.4,3
311,Sm1Al0.2B0.8O3,Sm,1,3,Sm,0,3,B,0.8,Al,0.19999999999999996,O,3,1.24,0.323,1.4,3
312,Sm1Bi0.2B0.8O3,Sm,1,3,Sm,0,3,B,0.8,Bi,0.19999999999999996,O,3,1.24,0.422,1.4,3
313,Sm1B0.8Sb0.2O3,Sm,1,3,Sm,0,3,B,0.8,Sb,0.19999999999999996,O,3,1.24,0.33599999999999997,1.4,3
314,Ce0.2Sm1B0.8O3,Sm,1,3,Sm,0,3,B,0.8,Ce,0.19999999999999996,O,3,1.24,0.39,1.4,3
315,Sm1Cr0.2Sb0.8O3,Sm,1,3,Sm,0,3,Sb,0.8,Cr,0.19999999999999996,O,3,1.24,0.603,1.4,3
316,Sm1Co0.2Sb0.8O3,Sm,1,3,Sm,0,3,Sb,0.8,Co,0.19999999999999996,O,3,1.24,0.602,1.4,3
317,Sm1Fe0.2Sb0.8O3,Sm,1,3,Sm,0,3,Sb,0.8,Fe,0.19999999999999996,O,3,1.24,0.609,1.4,3
318,Sm1Nb0.2Sb0.8O3,Sm,1,3,Sm,0,3,Sb,0.8,Nb,0.19999999999999996,O,3,1.24,0.608,1.4,3
319,Sm1In0.2Sb0.8O3,Sm,1,3,Sm,0,3,Sb,0.8,In,0.19999999999999996,O,3,1.24,0.6399999999999999,1.4,3
320,Sm1Er0.2Sb0.8O3,Sm,1,3,Sm,0,3,Sb,0.8,Er,0.19999999999999996,O,3,1.24,0.6579999999999999,1.4,3
321,Sm1Sn0.2Sb0.8O3,Sm,1,3,Sm,0,3,Sb,0.8,Sn,0.19999999999999996,O,3,1.24,0.6179999999999999,1.4,3
322,Sm1Zr0.2Sb0.8O3,Sm,1,3,Sm,0,3,Sb,0.8,Zr,0.19999999999999996,O,3,1.24,0.6239999999999999,1.4,3
323,Sm1Be0.2Sb0.8O3,Sm,1,3,Sm,0,3,Sb,0.8,Be,0.19999999999999996,O,3,1.24,0.57,1.4,3
324,Sm1Ge0.2Sb0.8O3,Sm,1,3,Sm,0,3,Sb,0.8,Ge,0.19999999999999996,O,3,1.24,0.586,1.4,3
325,Sm1Hf0.2Sb0.8O3,Sm,1,3,Sm,0,3,Sb,0.8,Hf,0.19999999999999996,O,3,1.24,0.6219999999999999,1.4,3
326,Sm1Ti0.2Sb0.8O3,Sm,1,3,Sm,0,3,Sb,0.8,Ti,0.19999999999999996,O,3,1.24,0.601,1.4,3
327,Sm1Ga0.2Sb0.8O3,Sm,1,3,Sm,0,3,Sb,0.8,Ga,0.19999999999999996,O,3,1.24,0.604,1.4,3
328,Sm1Si0.2Sb0.8O3,Sm,1,3,Sm,0,3,Sb,0.8,Si,0.19999999999999996,O,3,1.24,0.5599999999999999,1.4,3
329,Sm1Ta0.2Sb0.8O3,Sm,1,3,Sm,0,3,Sb,0.8,Ta,0.19999999999999996,O,3,1.24,0.608,1.4,3
330,Sm1Al0.2Sb0.8O3,Sm,1,3,Sm,0,3,Sb,0.8,Al,0.19999999999999996,O,3,1.24,0.587,1.4,3
331,Sm1Bi0.2Sb0.8O3,Sm,1,3,Sm,0,3,Sb,0.8,Bi,0.19999999999999996,O,3,1.24,0.6859999999999999,1.4,3
332,Sm1B0.2Sb0.8O3,Sm,1,3,Sm,0,3,Sb,0.8,B,0.19999999999999996,O,3,1.24,0.534,1.4,3
333,Ce0.2Sm1Sb0.8O3,Sm,1,3,Sm,0,3,Sb,0.8,Ce,0.19999999999999996,O,3,1.24,0.6539999999999999,1.4,3
334,Ce0.8Sm1Cr0.2O3,Sm,1,3,Sm,0,3,Ce,0.8,Cr,0.19999999999999996,O,3,1.24,0.8190000000000001,1.4,3
335,Ce0.8Sm1Co0.2O3,Sm,1,3,Sm,0,3,Ce,0.8,Co,0.19999999999999996,O,3,1.24,0.8180000000000001,1.4,3
336,Ce0.8Sm1Fe0.2O3,Sm,1,3,Sm,0,3,Ce,0.8,Fe,0.19999999999999996,O,3,1.24,0.8250000000000001,1.4,3
337,Ce0.8Sm1Nb0.2O3,Sm,1,3,Sm,0,3,Ce,0.8,Nb,0.19999999999999996,O,3,1.24,0.8240000000000001,1.4,3
338,Ce0.8Sm1Sn0.2O3,Sm,1,3,Sm,0,3,Ce,0.8,Sn,0.19999999999999996,O,3,1.24,0.8340000000000001,1.4,3
339,Ce0.8Sm1Zr0.2O3,Sm,1,3,Sm,0,3,Ce,0.8,Zr,0.19999999999999996,O,3,1.24,0.8400000000000001,1.4,3
340,Ce0.8Sm1Be0.2O3,Sm,1,3,Sm,0,3,Ce,0.8,Be,0.19999999999999996,O,3,1.24,0.786,1.4,3
341,Ce0.8Sm1Ge0.2O3,Sm,1,3,Sm,0,3,Ce,0.8,Ge,0.19999999999999996,O,3,1.24,0.802,1.4,3
342,Ce0.8Sm1Hf0.2O3,Sm,1,3,Sm,0,3,Ce,0.8,Hf,0.19999999999999996,O,3,1.24,0.8380000000000001,1.4,3
343,Ce0.8Sm1Ti0.2O3,Sm,1,3,Sm,0,3,Ce,0.8,Ti,0.19999999999999996,O,3,1.24,0.8170000000000001,1.4,3
344,Ce0.8Sm1Ga0.2O3,Sm,1,3,Sm,0,3,Ce,0.8,Ga,0.19999999999999996,O,3,1.24,0.8200000000000001,1.4,3
345,Ce0.8Sm1Si0.2O3,Sm,1,3,Sm,0,3,Ce,0.8,Si,0.19999999999999996,O,3,1.24,0.776,1.4,3
346,Ce0.8Sm1Ta0.2O3,Sm,1,3,Sm,0,3,Ce,0.8,Ta,0.19999999999999996,O,3,1.24,0.8240000000000001,1.4,3
347,Ce0.8Sm1Al0.2O3,Sm,1,3,Sm,0,3,Ce,0.8,Al,0.19999999999999996,O,3,1.24,0.803,1.4,3
348,Ce0.8Sm1B0.2O3,Sm,1,3,Sm,0,3,Ce,0.8,B,0.19999999999999996,O,3,1.24,0.75,1.4,3
349,Ce0.8Sm1Sb0.2O3,Sm,1,3,Sm,0,3,Ce,0.8,Sb,0.19999999999999996,O,3,1.24,0.8160000000000001,1.4,3
350,Sc1Cr0.8Co0.2O3,Sc,1,3,Sc,0,3,Cr,0.8,Co,0.19999999999999996,O,3,1.122,0.614,1.4,3
351,Sc1Cr0.8Fe0.2O3,Sc,1,3,Sc,0,3,Cr,0.8,Fe,0.19999999999999996,O,3,1.122,0.621,1.4,3
352,Sc1Nb0.2Cr0.8O3,Sc,1,3,Sc,0,3,Cr,0.8,Nb,0.19999999999999996,O,3,1.122,0.62,1.4,3
353,Sc1Cr0.8In0.2O3,Sc,1,3,Sc,0,3,Cr,0.8,In,0.19999999999999996,O,3,1.122,0.6519999999999999,1.4,3
354,Er0.2Sc1Cr0.8O3,Sc,1,3,Sc,0,3,Cr,0.8,Er,0.19999999999999996,O,3,1.122,0.6699999999999999,1.4,3
355,Sc1Cr0.8Sn0.2O3,Sc,1,3,Sc,0,3,Cr,0.8,Sn,0.19999999999999996,O,3,1.122,0.6299999999999999,1.4,3
356,Zr0.2Sc1Cr0.8O3,Sc,1,3,Sc,0,3,Cr,0.8,Zr,0.19999999999999996,O,3,1.122,0.6359999999999999,1.4,3
357,Sc1Be0.2Cr0.8O3,Sc,1,3,Sc,0,3,Cr,0.8,Be,0.19999999999999996,O,3,1.122,0.582,1.4,3
358,Sc1Cr0.8Ge0.2O3,Sc,1,3,Sc,0,3,Cr,0.8,Ge,0.19999999999999996,O,3,1.122,0.598,1.4,3
359,Hf0.2Sc1Cr0.8O3,Sc,1,3,Sc,0,3,Cr,0.8,Hf,0.19999999999999996,O,3,1.122,0.6339999999999999,1.4,3
